Date,Close
3/22/2019 16:00:00,109.83
3/25/2019 16:00:00,109.86
3/26/2019 16:00:00,111.55
3/27/2019 16:00:00,106.99
3/28/2019 16:00:00,108.46
3/29/2019 16:00:00,112.39
4/1/2019 16:00:00,113.87
4/2/2019 16:00:00,115.6
4/3/2019 16:00:00,115.36
4/4/2019 16:00:00,110.22
4/5/2019 16:00:00,111.33
4/8/2019 16:00:00,112.08
4/9/2019 16:00:00,112.15
4/10/2019 16:00:00,112.74
4/11/2019 16:00:00,114.44
4/12/2019 16:00:00,112.68
4/15/2019 16:00:00,114.45
4/16/2019 16:00:00,112.97
4/17/2019 16:00:00,111.19
4/18/2019 16:00:00,101.94
4/22/2019 16:00:00,103.75
4/23/2019 16:00:00,106.72
4/24/2019 16:00:00,103.17
4/25/2019 16:00:00,106
4/26/2019 16:00:00,108.21
4/29/2019 16:00:00,110.05
4/30/2019 16:00:00,110.15
